42,
              83,
              104,
              125,
              167,
              209,
              251,
              293,
              335,
              377,
              419,
              461,
              503,
              589,
              675,
              763,
              852,
              943,
              1037,
              1135,
              1236,
              1345,
              1462,
              1594,
              1761,
              2084
